# Tests d'attentes sur macbookpro DATE: 2017-01-19 HEURE: 10:13:49
  #_CHRONO_#   Mode d'action adopté: F
  16 35885  #_CHRONO_#  35885 ms.  pour 16  threads
  #_CHRONO_#   Date du test : 19/01/17 10:23 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 18 threads.
  #_CHRONO_#   soit 555555 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  18 36266  #_CHRONO_#  36266 ms.  pour 18  threads
  #_CHRONO_#   Date du test : 19/01/17 10:23 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 20 threads.
  #_CHRONO_#   soit 500000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  20 36385  #_CHRONO_#  36385 ms.  pour 20  threads
  #_CHRONO_#   Date du test : 19/01/17 10:24 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 22 threads.
  #_CHRONO_#   soit 454545 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  22 36218  #_CHRONO_#  36218 ms.  pour 22  threads
  #_CHRONO_#   Date du test : 19/01/17 10:25 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999984 actions avec 24 threads.
  #_CHRONO_#   soit 416666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  24 36481  #_CHRONO_#  36481 ms.  pour 24  threads
  #_CHRONO_#   Date du test : 19/01/17 10:25 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 26 threads.
  #_CHRONO_#   soit 384615 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  26 36343  #_CHRONO_#  36343 ms.  pour 26  threads
  #_CHRONO_#   Date du test : 19/01/17 10:26 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999976 actions avec 28 threads.
  #_CHRONO_#   soit 357142 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  28 36255  #_CHRONO_#  36255 ms.  pour 28  threads
  #_CHRONO_#   Date du test : 19/01/17 10:26 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 30 threads.
  #_CHRONO_#   soit 333333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  30 36404  #_CHRONO_#  36404 ms.  pour 30  threads
  #_CHRONO_#   Date du test : 19/01/17 10:27 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 32 threads.
  #_CHRONO_#   soit 312500 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  32 36102  #_CHRONO_#  36102 ms.  pour 32  threads
