# Tests d'attentes sur macbookpro DATE: 2017-01-18 HEURE: 11:13:15
  16 29238  #_CHRONO_#  29238 ms.  pour 16  threads
  #_CHRONO_#   Date du test : 18/01/17 11:55 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999990 actions avec 18 threads.
  #_CHRONO_#   soit 55555 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  18 33908  #_CHRONO_#  33908 ms.  pour 18  threads
  #_CHRONO_#   Date du test : 18/01/17 11:56 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 1000000 actions avec 20 threads.
  #_CHRONO_#   soit 50000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  20 38291  #_CHRONO_#  38291 ms.  pour 20  threads
  #_CHRONO_#   Date du test : 18/01/17 11:56 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999988 actions avec 22 threads.
  #_CHRONO_#   soit 45454 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  22 40883  #_CHRONO_#  40883 ms.  pour 22  threads
  #_CHRONO_#   Date du test : 18/01/17 11:57 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999984 actions avec 24 threads.
  #_CHRONO_#   soit 41666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  24 43832  #_CHRONO_#  43832 ms.  pour 24  threads
  #_CHRONO_#   Date du test : 18/01/17 11:58 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999986 actions avec 26 threads.
  #_CHRONO_#   soit 38461 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  26 45270  #_CHRONO_#  45270 ms.  pour 26  threads
  #_CHRONO_#   Date du test : 18/01/17 11:59 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999992 actions avec 28 threads.
  #_CHRONO_#   soit 35714 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  28 48970  #_CHRONO_#  48970 ms.  pour 28  threads
  #_CHRONO_#   Date du test : 18/01/17 11:59 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 999990 actions avec 30 threads.
  #_CHRONO_#   soit 33333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  30 49399  #_CHRONO_#  49399 ms.  pour 30  threads
  #_CHRONO_#   Date du test : 18/01/17 12:00 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 1000000 actions avec 32 threads.
  #_CHRONO_#   soit 31250 actions par thread.
  #_CHRONO_#   Mode d'action adopté: F
  32 53083  #_CHRONO_#  53083 ms.  pour 32  threads
